Epoch, start pdb, namestart rmsd, refine rmsd 
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7srk_D/ranked_unrelax_0.pdb'], 0.8509, 0.8500
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7th2_C/ranked_unrelax_0.pdb'], 1.6476, 1.6438
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7th3_B/ranked_unrelax_0.pdb'], 1.0462, 1.0459
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7b2m_D/ranked_unrelax_0.pdb'], 1.1350, 1.1337
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7tmw_N/ranked_unrelax_0.pdb'], 1.0174, 1.0148
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7b2p_D/ranked_unrelax_0.pdb'], 1.1951, 1.1936
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7b2q_D/ranked_unrelax_0.pdb'], 1.5849, 1.5844
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7uia_E/ranked_unrelax_0.pdb'], 2.8129, 2.8099
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7b5g_B/ranked_unrelax_0.pdb'], 2.5335, 2.5299
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7uib_E/ranked_unrelax_0.pdb'], 2.8046, 2.8013
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7ndf_C/ranked_unrelax_0.pdb'], 1.2858, 1.2827
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7upm_B/ranked_unrelax_0.pdb'], 1.2349, 1.2349
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7om4_B/ranked_unrelax_0.pdb'], 1.3389, 1.3341
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7ust_B/ranked_unrelax_0.pdb'], 1.7209, 1.7158
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7omm_D/ranked_unrelax_0.pdb'], 2.0330, 2.0302
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7usv_D/ranked_unrelax_0.pdb'], 1.4845, 1.4817
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7p2d_C/ranked_unrelax_0.pdb'], 1.0585, 1.0560
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7w1s_B/ranked_unrelax_0.pdb'], 0.9604, 0.9584
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7pa5_B/ranked_unrelax_0.pdb'], 2.5127, 2.5106
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7wki_B/ranked_unrelax_0.pdb'], 2.2622, 2.2566
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7pqg_B/ranked_unrelax_0.pdb'], 1.6033, 1.5991
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7wn1_C/ranked_unrelax_0.pdb'], 1.1737, 1.1724
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7qbd_E/ranked_unrelax_0.pdb'], 1.3071, 1.3015
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7x4i_F/ranked_unrelax_0.pdb'], 1.2747, 1.2739
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7qbf_B/ranked_unrelax_0.pdb'], 2.5520, 2.5490
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7xld_B/ranked_unrelax_0.pdb'], 0.9912, 0.9902
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7qe5_B/ranked_unrelax_0.pdb'], 1.9982, 1.9952
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7xli_B/ranked_unrelax_0.pdb'], 0.9287, 0.9276
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7qiv_C/ranked_unrelax_0.pdb'], 1.2239, 1.2213
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7y9t_D/ranked_unrelax_0.pdb'], 1.9499, 1.9488
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7yag_C/ranked_unrelax_0.pdb'], 2.9342, 2.9319
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7r74_D/ranked_unrelax_0.pdb'], 1.3025, 1.2988
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7rby_B/ranked_unrelax_0.pdb'], 1.2435, 1.2416
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7ri1_B/ranked_unrelax_0.pdb'], 0.7161, 0.7150
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zlg_K/ranked_unrelax_0.pdb'], 1.5419, 1.5415
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7ri2_B/ranked_unrelax_0.pdb'], 0.8695, 0.8687
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmn_C/ranked_unrelax_0.pdb'], 2.4456, 2.4420
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmo_K/ranked_unrelax_0.pdb'], 2.2851, 2.2820
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7saj_B/ranked_unrelax_0.pdb'], 1.0924, 1.0904
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmp_C/ranked_unrelax_0.pdb'], 4.1338, 4.1302
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7sal_C/ranked_unrelax_0.pdb'], 1.1523, 1.1513
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmq_K/ranked_unrelax_0.pdb'], 3.8648, 3.8608
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7sqp_D/ranked_unrelax_0.pdb'], 0.9968, 0.9950
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmr_K/ranked_unrelax_0.pdb'], 3.4843, 3.4804
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7sr0_D/ranked_unrelax_0.pdb'], 0.9164, 0.9148
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zms_K/ranked_unrelax_0.pdb'], 3.8442, 3.8406
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7sr3_D/ranked_unrelax_0.pdb'], 0.9720, 0.9712
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmt_C/ranked_unrelax_0.pdb'], 3.6631, 3.6602
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7sr5_B/ranked_unrelax_0.pdb'], 0.8707, 0.8697
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmv_G/ranked_unrelax_0.pdb'], 3.6858, 3.6826
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7srk_D/ranked_unrelax_0.pdb'], 0.8509, 0.8500
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8a67_H/ranked_unrelax_0.pdb'], 1.8325, 1.8306
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7th2_C/ranked_unrelax_0.pdb'], 1.6476, 1.6438
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8av2_C/ranked_unrelax_0.pdb'], 1.5426, 1.5388
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7th3_B/ranked_unrelax_0.pdb'], 1.0462, 1.0459
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7tmw_N/ranked_unrelax_0.pdb'], 1.0174, 1.0148
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8bb7_D/ranked_unrelax_0.pdb'], 0.7949, 0.7939
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7uia_E/ranked_unrelax_0.pdb'], 2.8129, 2.8099
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7uib_E/ranked_unrelax_0.pdb'], 2.8046, 2.8013
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8bpk_B/ranked_unrelax_0.pdb'], 1.7309, 1.7266
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7upm_B/ranked_unrelax_0.pdb'], 1.2349, 1.2349
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7ust_B/ranked_unrelax_0.pdb'], 1.7209, 1.7158
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8c3v_K/ranked_unrelax_0.pdb'], 1.3892, 1.3859
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7usv_D/ranked_unrelax_0.pdb'], 1.4845, 1.4817
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8cxr_G/ranked_unrelax_0.pdb'], 1.3244, 1.3209
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7w1s_B/ranked_unrelax_0.pdb'], 0.9604, 0.9584
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7wki_B/ranked_unrelax_0.pdb'], 2.2622, 2.2566
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7wn1_C/ranked_unrelax_0.pdb'], 1.1737, 1.1724
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7x4i_F/ranked_unrelax_0.pdb'], 1.2747, 1.2739
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7xld_B/ranked_unrelax_0.pdb'], 0.9912, 0.9902
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7xli_B/ranked_unrelax_0.pdb'], 0.9287, 0.9276
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7y9t_D/ranked_unrelax_0.pdb'], 1.9499, 1.9488
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8dtn_A/ranked_unrelax_0.pdb'], 1.5231, 1.5208
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7yag_C/ranked_unrelax_0.pdb'], 2.9342, 2.9319
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8dtu_A/ranked_unrelax_0.pdb'], 3.0454, 3.0436
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8e0e_B/ranked_unrelax_0.pdb'], 0.9209, 0.9200
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8emz_B/ranked_unrelax_0.pdb'], 1.1728, 1.1690
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zlg_K/ranked_unrelax_0.pdb'], 1.5419, 1.5415
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8en0_D/ranked_unrelax_0.pdb'], 2.1562, 2.1538
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmn_C/ranked_unrelax_0.pdb'], 2.4456, 2.4420
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8en2_C/ranked_unrelax_0.pdb'], 1.1050, 1.1038
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmo_K/ranked_unrelax_0.pdb'], 2.2851, 2.2820
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8en3_C/ranked_unrelax_0.pdb'], 1.4260, 1.4238
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmp_C/ranked_unrelax_0.pdb'], 4.1338, 4.1302
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8ew6_V/ranked_unrelax_0.pdb'], 1.0700, 1.0685
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmq_K/ranked_unrelax_0.pdb'], 3.8648, 3.8608
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8flq_N/ranked_unrelax_0.pdb'], 0.4259, 0.4254
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmr_K/ranked_unrelax_0.pdb'], 3.4843, 3.4804
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zms_K/ranked_unrelax_0.pdb'], 3.8442, 3.8406
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmt_C/ranked_unrelax_0.pdb'], 3.6631, 3.6602
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8h3x_A/ranked_unrelax_0.pdb'], 1.1055, 1.1033
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/7zmv_G/ranked_unrelax_0.pdb'], 3.6858, 3.6826
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8h3y_E/ranked_unrelax_0.pdb'], 0.9357, 0.9345
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8ont_B/ranked_unrelax_0.pdb'], 1.3508, 1.3470
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8a67_H/ranked_unrelax_0.pdb'], 1.8325, 1.8306
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8op0_A/ranked_unrelax_0.pdb'], 3.4046, 3.4004
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8av2_C/ranked_unrelax_0.pdb'], 1.5426, 1.5388
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8sbb_B/ranked_unrelax_0.pdb'], 2.1121, 2.1067
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7b2m_D/ranked_unrelax_0.pdb'], 1.1111, 1.1097
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8bb7_D/ranked_unrelax_0.pdb'], 0.7949, 0.7939
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7b2p_D/ranked_unrelax_0.pdb'], 1.1756, 1.1745
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7b2q_D/ranked_unrelax_0.pdb'], 1.5404, 1.5393
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8bpk_B/ranked_unrelax_0.pdb'], 1.7309, 1.7266
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7b5g_B/ranked_unrelax_0.pdb'], 2.2853, 2.2814
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7ndf_C/ranked_unrelax_0.pdb'], 1.2547, 1.2509
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8c3v_K/ranked_unrelax_0.pdb'], 1.3892, 1.3859
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7om4_B/ranked_unrelax_0.pdb'], 1.3290, 1.3241
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8cxr_G/ranked_unrelax_0.pdb'], 1.3244, 1.3209
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7omm_D/ranked_unrelax_0.pdb'], 2.0218, 2.0184
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7p2d_C/ranked_unrelax_0.pdb'], 1.1381, 1.1356
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7pa5_B/ranked_unrelax_0.pdb'], 2.8853, 2.8822
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7pqg_B/ranked_unrelax_0.pdb'], 1.6514, 1.6462
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7qbd_E/ranked_unrelax_0.pdb'], 1.3453, 1.3396
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7qbf_B/ranked_unrelax_0.pdb'], 2.5488, 2.5459
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7qe5_B/ranked_unrelax_0.pdb'], 1.9803, 1.9774
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8dtn_A/ranked_unrelax_0.pdb'], 1.5231, 1.5208
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8dtu_A/ranked_unrelax_0.pdb'], 3.0454, 3.0436
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7qiv_C/ranked_unrelax_0.pdb'], 1.1751, 1.1726
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8e0e_B/ranked_unrelax_0.pdb'], 0.9209, 0.9200
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8emz_B/ranked_unrelax_0.pdb'], 1.1728, 1.1690
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7r74_D/ranked_unrelax_0.pdb'], 1.3337, 1.3298
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8en0_D/ranked_unrelax_0.pdb'], 2.1562, 2.1538
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7rby_B/ranked_unrelax_0.pdb'], 1.3045, 1.3029
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8en2_C/ranked_unrelax_0.pdb'], 1.1050, 1.1038
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7ri1_B/ranked_unrelax_0.pdb'], 0.6526, 0.6525
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8en3_C/ranked_unrelax_0.pdb'], 1.4260, 1.4238
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7ri2_B/ranked_unrelax_0.pdb'], 0.8141, 0.8133
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8ew6_V/ranked_unrelax_0.pdb'], 1.0700, 1.0685
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7sai_C/ranked_unrelax_0.pdb'], 0.8437, 0.8436
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8flq_N/ranked_unrelax_0.pdb'], 0.4259, 0.4254
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7saj_B/ranked_unrelax_0.pdb'], 1.0895, 1.0880
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7sal_C/ranked_unrelax_0.pdb'], 1.1046, 1.1043
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7sqp_D/ranked_unrelax_0.pdb'], 1.0016, 0.9997
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8h3x_A/ranked_unrelax_0.pdb'], 1.1055, 1.1033
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7sr0_D/ranked_unrelax_0.pdb'], 0.9262, 0.9246
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8h3y_E/ranked_unrelax_0.pdb'], 0.9357, 0.9345
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7sr3_D/ranked_unrelax_0.pdb'], 0.9767, 0.9757
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8ont_B/ranked_unrelax_0.pdb'], 1.3508, 1.3470
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m2/7sr5_B/ranked_unrelax_0.pdb'], 0.8770, 0.8757
0, ['/pfs_beijing/luoyujie/new_trainer/openmultimer/0315_mr_pipeline32/af_v1m1/8op0_A/ranked_unrelax_0.pdb'], 3.4046, 3.4004
